Time,CELL-01,CELL-02,CELL-03,CELL-04,CELL-05,CELL-06,CELL-07,CELL-08,CELL-09,CELL-10,VT_lead_voltage_loss_cellref,VB_lead_voltage_loss_cellref,VT_lead_voltage_loss_tuberef,THERMO-Cold-Junction,THERMO-Top-Plate,THERMO-Middle-Plate,THERMO-Bottom-Plate
1666131037,1.048201084136963,1.0252530574798584,0.8307065963745117,1.191409945487976,1.0497782975435257,1.0056971162557602,1.1540697813034058,1.064706563949585,1.0505883693695068,1.0166730880737305,0.8844814300537109,0.8881950378417969,0.9667463302612305,38.8281155314923,807.2688232421875,807.9917236328125,812.2014404296875
1666120946,0.5540039390325546,0.541384220123291,-0.6356374025344849,0.09180819988250732,0.143548846244812,0.14299672842025757,1.678890585899353,-0.05166196823120117,0.09251809120178223,0.19213461875915527,-0.00023651123046875,-0.003233790397644043,0.04369544982910156,17.479818469221925,218.05681762695315,190.91646728515627,214.47445068359377
1666133269,1.0461506843566895,1.023597240447998,0.8519985675811768,1.1936970949172974,0.9851135388016701,1.0071104541420937,1.1865652799606323,1.0632081031799316,1.0487744808197021,1.0148587226867676,0.8745436668395996,0.8892202377319336,0.9817318916320801,45.87409962353115,808.128076171875,817.1361328125,816.7605224609375
1666133902,1.0465450286865234,1.024385690689087,0.8584649562835693,1.1992170810699463,0.9657140374183655,1.0111312344670296,1.194925844669342,1.0640754699707031,1.0497207641601562,1.0155682563781738,0.8749380111694336,0.88409423828125,0.9653263092041016,42.719186118012715,800.7849365234375,809.064599609375,817.5921875
1666130301,1.046072006225586,1.0222563743591309,0.8288137912750244,1.193381428718567,1.0530115701258183,0.9941836260259151,1.1487851738929749,1.0617883205413818,1.0476698875427246,1.0132813453674316,0.8853492736816406,0.900970458984375,0.9761319160461426,25.472284560202127,814.9138427734375,807.9614501953125,809.4411865234375
1666134000,1.0466241836547852,1.0244643688201904,0.8594903945922852,1.2006367444992065,0.9619287922978401,1.0112887546420097,1.1963456869125366,1.0639967918395996,1.0500361919403076,1.015963077545166,0.8854284286499023,0.8801512718200684,0.9612250328063965,47.45155637629034,816.7993408203125,803.026513671875,810.3108154296875
1666132944,1.0461511611938477,1.0237548351287842,0.8511309623718262,1.1910946369171143,0.9944977536797523,1.0079000890254974,1.1814385652542114,1.0632081031799316,1.0490107536315918,1.0150957107543945,0.8903975486755371,0.8923745155334473,0.9636702537536621,48.50320083420132,801.3904052734375,824.1906982421875,830.5371337890625
1666118412,0.011830948293209076,0.27999913692474365,0.13936859369277954,0.06798851490020752,0.14836013317108154,0.11065876483917236,0.01719433069229126,0.03391540050506592,0.04519420862197876,1.6057752966880798,-0.002681732177734375,0.0025239363312721252,0.03438854217529297,20.63473197474036,19.510125732421898,20.560784912109398,20.420587158203148
1666126290,0.6622176542878151,0.662848711013794,0.533339262008667,0.7484258413314819,0.7156937122344971,0.6819360256195068,0.6460485458374023,0.6654515266418457,0.6643471717834473,0.6637163162231445,0.0030760765075683594,0.0,0.11657428741455078,18.741787845072167,794.8130126953125,786.0666748046875,794.2292724609375
1666129119,0.9800665378570557,0.962165355682373,0.7524776458740234,1.1019045114517212,1.0370030384510756,0.9179193992167711,1.069044589996338,0.9910392761230469,0.981574296951294,0.9593324661254883,0.5477728843688965,0.5275702476501465,0.6341390609741211,24.105152725382197,807.9206787109375,802.5830322265625,819.4731689453125
1666122547,0.44791973382234573,0.44437044858932495,0.30271458625793457,0.3006638288497925,0.27928924560546875,0.574510931968689,0.8882677555084229,0.5021841526031494,0.5034465789794922,0.506995677947998,0.003943443298339844,-0.0005521178245544434,0.0821070671081543,17.269493551282608,446.6074462890625,425.922265625,442.3578125
1666128339,0.6778345108032227,0.6782288551330566,0.398624062538147,0.8329777717590332,0.7536313533782959,0.6233334541320801,0.7932257652282715,0.6810684204101562,0.680910587310791,0.6798062324523926,0.007571697235107422,-0.0007098615169525146,0.11909818649291992,21.05540167883339,818.5522705078125,813.812158203125,819.331201171875
1666134516,0.7763468697667122,0.7756370902061462,0.33292293548583984,1.0087066888809204,0.578139066696167,0.8605835437774658,1.1119513511657715,0.7805275917053223,0.7803692817687988,0.7785553932189941,0.005915164947509766,-0.007887296378612518,0.13834333419799805,48.81868821111027,811.2309814453125,815.41884765625,815.9111572265625
1666129790,0.9829056262969971,0.9653985500335693,0.7520046234130859,1.1114463806152344,1.017209354788065,0.9348737522959709,1.078430414199829,0.9940364360809326,0.9844927787780762,0.9620926380157471,0.5383868217468262,0.5114831924438477,0.6107134819030762,22.31737105468369,807.4087158203125,801.3078857421875,806.37197265625
1666128473,0.8841733932495117,0.8726599216461182,0.8894569873809814,0.9977310299873352,1.0382380187511444,0.6566965878009796,0.8185439705848694,0.8898451328277588,0.8853492736816406,0.873281717300415,0.23882770538330078,0.3040037155151367,0.42346906661987305,17.374656010252295,832.9580322265625,789.0716796875,826.9740234375
1666124253,0.5209561586380005,0.5215871334075928,0.6047192811965942,0.4484717845916748,0.5556602478027344,0.6497557163238525,0.4587254524230957,0.5825560092926025,0.5879979133605957,0.5978574752807617,0.0005521774291992188,-0.003470413386821747,0.09701347351074219,16.53333647028063,637.876611328125,621.1791015625,633.4660888671875
1666125724,0.6487304046750069,0.6499922871589661,0.603378415107727,0.6613500118255615,0.7284708023071289,0.6914010047912598,0.5747470855712891,0.6516485214233398,0.6503076553344727,0.6503868103027344,0.003864765167236328,-0.0010253489017486572,0.11444473266601562,18.531462927132907,765.695947265625,753.7876220703125,764.6574951171875
1666125384,0.6386346369981766,0.6401332020759583,0.636978268623352,0.600538969039917,0.7384090423583984,0.6858005523681641,0.5447754859924316,0.6410007476806641,0.6401329040527344,0.6404485702514648,0.005757808685302734,-0.00615210086107254,0.11357736587524414,18.42630046816322,741.3056884765625,725.639794921875,737.3513427734375
1666127944,0.6769669204950333,0.6774401664733887,0.40824663639068604,0.829664945602417,0.7503976821899414,0.6294064521789551,0.7800540924072266,0.6802797317504883,0.680121898651123,0.6789383888244629,0.002445220947265625,-0.0018929541110992432,0.11823034286499023,20.214082138861784,816.6052490234375,811.7583251953125,816.82021484375
1666127313,0.6740486025810242,0.674521803855896,0.4335649013519287,0.8455973863601685,0.7144315242767334,0.6436035633087158,0.7472424507141113,0.6775188446044922,0.6771245002746582,0.6760993003845215,0.003391265869140625,-0.002602808177471161,0.11688995361328125,19.68826984401352,813.4848876953125,808.145166015625,813.176171875
1666126490,0.6654514819383621,0.6662402749061584,0.5069955587387085,0.7789497375488281,0.7115921974182129,0.6746797561645508,0.6700263023376465,0.6688432693481445,0.6679754257202148,0.6671867370605469,0.0074138641357421875,-0.0067830756306648254,0.1208333969116211,19.267600139920432,802.5305419921875,792.84853515625,800.533349609375
1666127477,0.6750739812850952,0.6756260991096497,0.42536211013793945,0.84449303150177,0.7224767208099365,0.639028787612915,0.7578907012939453,0.6786231994628906,0.6781497001647949,0.6768884658813477,0.007414340972900391,-0.004338018596172333,0.1175999641418457,21.160564137803078,815.7268310546875,810.6213623046875,815.8452392578125
1666124310,0.5289223119616508,0.5308152437210083,0.6070065498352051,0.45446622371673584,0.5674123764038086,0.6558289527893066,0.46645474433898926,0.5887079238891602,0.5936770439147949,0.6023530960083008,0.00015735626220703125,-7.887184619903564e-05,0.09859085083007812,16.428174011311,643.679833984375,625.7151123046875,639.4143310546875
1666122233,0.4327761381864548,0.4290691018104553,0.16137415170669556,0.2482132911682129,0.20073187351226807,0.5536882877349854,1.0880529880523682,0.4821507930755615,0.4866466522216797,0.48964357376098633,0.0018930435180664062,0.002760551869869232,0.0807657241821289,16.95400617437366,405.4416748046875,383.0736938476563,401.01650390625
1666125365,0.6380036696791649,0.6395021677017212,0.6384768486022949,0.5967531204223633,0.7393555641174316,0.6855640411376953,0.5433559417724609,0.640449047088623,0.6394233703613281,0.6399755477905273,0.0026025772094726562,-0.000630989670753479,0.11215734481811523,18.32113800919359,738.226953125,724.1589599609375,735.3386474609375
1666118998,0.011673197150230408,0.2770019546151161,0.13731786608695984,0.07011812925338745,0.1515938639640808,0.11286723613739014,0.013171792030334473,0.03273230791091919,0.05458015203475952,1.6163442730903625,-0.0022084712982177734,0.0009464770555496216,0.037306785583496094,20.84507676089413,19.330987548828148,20.363702392578148,20.042443847656273
1666125220,0.633271262049675,0.6346122026443481,0.6487305164337158,0.5813729763031006,0.7307581901550293,0.683276891708374,0.5336546897888184,0.6352429389953613,0.6346912384033203,0.6355586051940918,0.00489044189453125,-0.0022873133420944214,0.11089515686035156,18.42630046816322,726.6048828125,712.4153076171875,723.6909423828125
1666119875,0.010568983852863312,0.27258507907390594,0.1347939670085907,0.07319414615631104,0.15640515089035034,0.11610102653503418,0.007019698619842529,0.03225904703140259,0.06704205274581909,1.6073527932167053,0.00023651123046875,-0.001735202968120575,0.041565895080566406,17.269493551282608,44.19637451171877,28.764123535156273,45.36599121093752
1666118909,0.011909820139408112,0.27747519314289093,0.13763338327407837,0.06972372531890869,0.15112066268920898,0.11247289180755615,0.013960540294647217,0.03289002180099487,0.053318142890930176,1.6164231896400452,0.0008676052093505859,-0.0005521103739738464,0.03849005699157715,18.531462927132907,19.463494873046898,18.067254638671898,18.513970947265648
1666126991,0.6715246960520744,0.6721556186676025,0.4555704593658447,0.8327410221099854,0.707648515701294,0.6547248363494873,0.7215304374694824,0.6749954223632812,0.6744427680969238,0.6734967231750488,0.002918243408203125,-0.0016563311219215393,0.11602210998535156,19.68826984401352,809.3283935546875,804.082177734375,810.4826904296875
1666119988,0.010568983852863312,0.27195408195257187,0.1343206763267517,0.07366740703582764,0.15695726871490479,0.11641651391983032,0.006704211235046387,0.03170698881149292,0.07027584314346313,1.604749858379364,-0.002681732177734375,0.0022873207926750183,0.03683352470397949,18.741787845072167,59.5245300292969,42.55397949218752,63.07167968750002
1666119735,0.010490112006664276,0.27321604639291763,0.13542497158050537,0.07272088527679443,0.15553754568099976,0.11562782526016235,0.007887303829193115,0.03241676092147827,0.06514912843704224,1.608693540096283,-0.0014197826385498047,-0.0025239363312721252,0.03478288650512695,18.215975550223902,28.277734375000023,20.525872802734398,27.966607666015648
1666125816,0.6511754393577576,0.6523585319519043,0.592572808265686,0.6751530170440674,0.7270512580871582,0.6920316219329834,0.585395336151123,0.6544094085693359,0.6530685424804688,0.652989387512207,0.0010256767272949219,-0.0031549185514450073,0.11483907699584961,18.00563076407019,771.93251953125,759.6150146484375,769.8503662109375
1666120455,0.07248427718877792,0.2744780331850052,0.07295751571655273,0.0787152647972107,0.15908682346343994,0.11681091785430908,0.12469816207885742,-0.05229276418685913,0.3254299759864807,1.2835792303085327,-7.891654968261719e-05,0.0029183030128479004,0.037307024002075195,17.479818469221925,134.12795410156252,109.99160156250002,135.56673583984377
1666131535,1.0488319396972656,1.026278018951416,0.8398542404174805,1.1892809867858887,1.0386591777205467,1.0102705731987953,1.158328890800476,1.0655741691589355,1.0514559745788574,1.0174617767333984,0.8843240737915039,0.881807804107666,0.9750280380249023,40.30040982528186,805.969873046875,807.53115234375,809.324853515625
1666118316,0.08715466037392616,0.28023575246334076,0.14007845520973206,0.06775188446044922,0.14820235967636108,0.1101067066192627,0.017509818077087402,0.034388601779937744,0.04235482215881348,-0.9493942325934768,-0.0022084442898631096,0.001577461138367653,-0.0037859040312469006,20.214082138861784,20.474847412109398,19.846276855468773,20.737237548828148
1666130537,1.0462298393249512,1.0230450630187988,0.8251075744628906,1.1927508115768433,1.054825283586979,0.9997827038168907,1.1497317552566528,1.062734842300415,1.048379898071289,1.01438570022583,0.8971800804138184,0.9019951820373535,0.9624872207641602,40.826222120130126,816.5981689453125,801.020654296875,815.5805908203125
1666126635,0.6675810441374779,0.668290913105011,0.489406943321228,0.7975636720657349,0.7102513313293457,0.668921947479248,0.6862735748291016,0.6708149909973145,0.6701841354370117,0.6693954467773438,0.002444744110107422,-0.005678854882717133,0.11933469772338867,18.952112763011485,804.6985107421875,796.3938232421875,803.7380615234375
1666123700,0.48412247002124786,0.48073089122772217,0.5804264545440674,0.40477609634399414,0.4620380401611328,0.6270403861999512,0.46038174629211426,0.5410690307617188,0.5431985855102539,0.5484037399291992,0.0006313323974609375,-0.0022873207926750183,0.09141397476196289,15.797199257493048,581.225732421875,563.096826171875,576.290673828125
1666128239,0.6777556762099266,0.6780712008476257,0.40059590339660645,0.8316367864608765,0.7538681030273438,0.6249892711639404,0.7901496887207031,0.680910587310791,0.6807527542114258,0.6795697212219238,0.005520820617675781,-0.0010253489017486572,0.1175999641418457,20.95023921986376,817.9118896484375,813.68447265625,818.143701171875
1666124932,0.6219924539327621,0.6238853931427002,0.6590627431869507,0.5508489608764648,0.7111189365386963,0.6833555698394775,0.5168545246124268,0.6244378089904785,0.625068187713623,0.626488208770752,0.00867605209350586,-0.004811249673366547,0.111053466796875,18.952112763011485,702.6042724609375,686.9055419921875,699.9160400390625
1666117942,0.10158841870725155,0.28354842215776443,0.14078831672668457,0.06743639707565308,0.14875441789627075,0.10805600881576538,0.02129572629928589,0.034783005714416504,0.03833228349685669,-0.9575970564037561,-0.0007887301035225391,0.00015774555504322052,-0.005205617810133845,19.68826984401352,19.983605957031273,19.372766113281273,19.603417968750023
1666131781,1.0484380722045898,1.0259625911712646,0.8437972068786621,1.1888866424560547,1.0311675146222115,1.0116895958781242,1.1610894203186035,1.0657320022583008,1.0513770580291748,1.0173039436340332,0.8832197189331055,0.8753409385681152,0.9760532379150391,43.4553233308003,806.249658203125,812.673486328125,819.4118896484375
1666131714,1.0485954284667969,1.0261993408203125,0.8427720069885254,1.1890443563461304,1.0331389084458351,1.0113743096590042,1.1603007316589355,1.0656530857086182,1.0513770580291748,1.0173039436340332,0.8863744735717773,0.8846464157104492,0.9637489318847656,38.407445827399215,805.4079833984375,809.0239501953125,813.5556884765625
1666118820,0.011988691985607147,0.2781061977148056,0.1377122402191162,0.06956595182418823,0.15056854486465454,0.11215734481811523,0.014670372009277344,0.03304779529571533,0.052056193351745605,1.6170541644096375,-7.891654968261719e-05,-0.0005521103739738464,0.03849005699157715,19.162437680950802,19.502740478515648,19.412011718750023,19.100366210937523
1666124650,0.5998291522264481,0.6055868864059448,0.6451021432876587,0.5197731256484985,0.6550402641296387,0.6882455348968506,0.5092041492462158,0.6123700141906738,0.614499568939209,0.6174178123474121,0.0065460205078125,-0.002839423716068268,0.10837173461914062,18.42630046816322,676.992578125,660.5432373046875,674.1416259765625
1666125375,0.6383191719651222,0.6398177742958069,0.637688159942627,0.5984094142913818,0.739276647567749,0.6857218742370605,0.5439081192016602,0.6407642364501953,0.6398177146911621,0.6402907371520996,0.0003943443298339844,-0.0017352104187011719,0.11231517791748047,17.795305846130873,739.090966796875,724.662744140625,735.74892578125
1666126816,0.669789507985115,0.670499324798584,0.47039854526519775,0.8190960884094238,0.7070963382720947,0.6616659164428711,0.7052030563354492,0.6731810569763184,0.6726288795471191,0.6716036796569824,0.0022873878479003906,-0.004495762288570404,0.11799383163452148,19.162437680950802,808.4896484375,800.408349609375,807.4388671875
1666119701,0.010568983852863312,0.2733738049864769,0.13550379872322083,0.07272094488143921,0.15537983179092407,0.1154700517654419,0.008123934268951416,0.03241682052612305,0.06459695100784302,1.6091669797897339,-0.0011043548583984375,0.0026816800236701965,0.038568735122680664,18.32113800919359,22.269189453125023,19.584313964843773,23.443750000000023
1666125977,0.6552768275141716,0.6563811302185059,0.5736432075500488,0.7019696235656738,0.7211358547210693,0.6902964115142822,0.6058235168457031,0.6587471961975098,0.6574850082397461,0.6570911407470703,0.006309986114501953,-0.008597157895565033,0.11641693115234375,19.162437680950802,781.9504638671875,770.9931884765625,782.417626953125
